239;60;1
236;63;1
187;112;1
195;104;1
187;112;1
289;10;1
289;10;1
194;105;1
197;102;1
267;32;1
259;40;1
266;33;1
194;105;1
184;115;1
184;115;1
198;101;1
183;116;1
259;40;1
263;36;1
204;95;1
228;71;1
230;69;1
215;84;1
208;91;1
260;39;1
187;112;1
202;97;1
184;115;1
184;115;1
180;119;1
188;111;1
185;114;1
199;100;1
260;39;1
206;93;1
258;41;1
267;32;1
175;124;1
175;124;1
267;32;1
266;33;1
194;105;1
184;115;1
204;95;1
184;115;1
183;116;1
185;114;1
194;105;1
189;110;1
196;103;1
259;40;1
263;36;1
204;95;1
228;71;1
230;69;1
215;84;1
208;91;1
260;39;1
187;112;1
202;97;1
184;115;1
184;115;1
180;119;1
188;111;1
185;114;1
199;100;1
260;39;1
206;93;1
258;41;1
258;41;1
267;32;1
176;123;1
289;10;1
267;32;1
267;32;1
199;100;1
194;105;1
198;101;1
259;40;1
265;34;1
201;98;1
202;97;1
199;100;1
267;32;1
187;112;1
202;97;1
184;115;1
184;115;1
180;119;1
188;111;1
185;114;1
199;100;1
265;34;1
258;41;1
240;59;1
289;10;1
174;125;1
289;10;1
289;10;1
263;36;1
187;112;1
267;32;1
238;61;1
267;32;1
263;36;1
204;95;1
228;71;1
230;69;1
215;84;1
208;91;1
260;39;1
187;112;1
202;97;1
184;115;1
184;115;1
180;119;1
188;111;1
185;114;1
199;100;1
260;39;1
206;93;1
240;59;1
289;10;1
289;10;1
194;105;1
197;102;1
267;32;1
259;40;1
184;115;1
183;116;1
185;114;1
191;108;1
198;101;1
189;110;1
259;40;1
263;36;1
187;112;1
258;41;1
267;32;1
266;33;1
238;61;1
238;61;1
267;32;1
249;50;1
246;53;1
258;41;1
267;32;1
176;123;1
289;10;1
267;32;1
267;32;1
199;100;1
194;105;1
198;101;1
259;40;1
265;34;1
201;98;1
202;97;1
199;100;1
267;32;1
187;112;1
202;97;1
184;115;1
184;115;1
180;119;1
188;111;1
185;114;1
199;100;1
265;34;1
258;41;1
240;59;1
289;10;1
174;125;1
289;10;1
289;10;1
194;105;1
197;102;1
267;32;1
259;40;1
190;109;1
199;100;1
246;53;1
259;40;1
263;36;1
187;112;1
258;41;1
267;32;1
266;33;1
238;61;1
238;61;1
267;32;1
260;39;1
198;101;1
245;54;1
245;54;1
200;99;1
242;57;1
244;55;1
201;98;1
243;56;1
243;56;1
248;51;1
244;55;1
199;100;1
251;48;1
248;51;1
249;50;1
243;56;1
197;102;1
248;51;1
198;101;1
246;53;1
246;53;1
249;50;1
249;50;1
198;101;1
201;98;1
201;98;1
251;48;1
246;53;1
243;56;1
197;102;1
243;56;1
246;53;1
260;39;1
258;41;1
267;32;1
176;123;1
289;10;1
267;32;1
267;32;1
199;100;1
194;105;1
198;101;1
259;40;1
265;34;1
201;98;1
202;97;1
199;100;1
267;32;1
187;112;1
202;97;1
184;115;1
184;115;1
180;119;1
188;111;1
185;114;1
199;100;1
265;34;1
258;41;1
240;59;1
289;10;1
174;125;1
289;10;1
289;10;1
252;47;1
252;47;1
267;32;1
216;83;1
187;112;1
191;108;1
194;105;1
183;116;1
267;32;1
183;116;1
195;104;1
198;101;1
267;32;1
187;112;1
202;97;1
184;115;1
184;115;1
180;119;1
188;111;1
185;114;1
199;100;1
267;32;1
194;105;1
189;110;1
267;32;1
197;102;1
194;105;1
181;118;1
198;101;1
267;32;1
202;97;1
189;110;1
199;100;1
267;32;1
200;99;1
195;104;1
198;101;1
200;99;1
192;107;1
267;32;1
183;116;1
195;104;1
198;101;1
267;32;1
187;112;1
194;105;1
198;101;1
200;99;1
198;101;1
184;115;1
253;46;1
289;10;1
252;47;1
252;47;1
267;32;1
212;87;1
198;101;1
267;32;1
189;110;1
198;101;1
198;101;1
199;100;1
267;32;1
183;116;1
188;111;1
267;32;1
201;98;1
198;101;1
267;32;1
184;115;1
182;117;1
185;114;1
198;101;1
266;33;1
289;10;1
263;36;1
181;118;1
202;97;1
191;108;1
182;117;1
198;101;1
184;115;1
267;32;1
238;61;1
267;32;1
202;97;1
185;114;1
185;114;1
202;97;1
178;121;1
259;40;1
289;10;1
267;32;1
267;32;1
251;48;1
267;32;1
238;61;1
237;62;1
267;32;1
260;39;1
198;101;1
245;54;1
199;100;1
242;57;1
197;102;1
198;101;1
245;54;1
199;100;1
197;102;1
243;56;1
197;102;1
199;100;1
249;50;1
202;97;1
251;48;1
244;55;1
200;99;1
202;97;1
245;54;1
245;54;1
248;51;1
245;54;1
244;55;1
249;50;1
242;57;1
199;100;1
247;52;1
202;97;1
245;54;1
250;49;1
246;53;1
202;97;1
260;39;1
255;44;1
289;10;1
267;32;1
267;32;1
246;53;1
267;32;1
238;61;1
237;62;1
267;32;1
260;39;1
249;50;1
244;55;1
248;51;1
198;101;1
242;57;1
244;55;1
199;100;1
200;99;1
247;52;1
250;49;1
245;54;1
242;57;1
248;51;1
201;98;1
250;49;1
246;53;1
249;50;1
200;99;1
244;55;1
250;49;1
244;55;1
250;49;1
246;53;1
199;100;1
251;48;1
242;57;1
242;57;1
202;97;1
250;49;1
251;48;1
247;52;1
242;57;1
260;39;1
255;44;1
289;10;1
267;32;1
267;32;1
250;49;1
251;48;1
267;32;1
238;61;1
237;62;1
267;32;1
260;39;1
201;98;1
199;100;1
251;48;1
250;49;1
247;52;1
197;102;1
202;97;1
197;102;1
201;98;1
245;54;1
197;102;1
249;50;1
248;51;1
246;53;1
242;57;1
249;50;1
242;57;1
200;99;1
244;55;1
248;51;1
202;97;1
245;54;1
198;101;1
242;57;1
199;100;1
246;53;1
197;102;1
250;49;1
198;101;1
247;52;1
246;53;1
243;56;1
260;39;1
255;44;1
289;10;1
267;32;1
267;32;1
250;49;1
246;53;1
267;32;1
238;61;1
237;62;1
267;32;1
260;39;1
202;97;1
201;98;1
243;56;1
242;57;1
249;50;1
202;97;1
242;57;1
245;54;1
199;100;1
242;57;1
249;50;1
199;100;1
247;52;1
248;51;1
247;52;1
247;52;1
248;51;1
249;50;1
199;100;1
249;50;1
248;51;1
247;52;1
249;50;1
242;57;1
247;52;1
243;56;1
248;51;1
200;99;1
251;48;1
202;97;1
248;51;1
242;57;1
260;39;1
255;44;1
289;10;1
267;32;1
267;32;1
249;50;1
251;48;1
267;32;1
238;61;1
237;62;1
267;32;1
260;39;1
201;98;1
246;53;1
245;54;1
202;97;1
243;56;1
251;48;1
244;55;1
243;56;1
246;53;1
243;56;1
199;100;1
246;53;1
242;57;1
247;52;1
243;56;1
202;97;1
247;52;1
198;101;1
247;52;1
245;54;1
251;48;1
247;52;1
200;99;1
250;49;1
250;49;1
244;55;1
202;97;1
245;54;1
249;50;1
200;99;1
249;50;1
199;100;1
260;39;1
289;10;1
258;41;1
240;59;1
289;10;1
289;10;1
197;102;1
188;111;1
185;114;1
267;32;1
259;40;1
263;36;1
194;105;1
267;32;1
238;61;1
267;32;1
251;48;1
240;59;1
267;32;1
263;36;1
194;105;1
267;32;1
239;60;1
267;32;1
249;50;1
246;53;1
240;59;1
267;32;1
263;36;1
194;105;1
267;32;1
256;43;1
238;61;1
267;32;1
246;53;1
258;41;1
267;32;1
176;123;1
289;10;1
267;32;1
267;32;1
194;105;1
197;102;1
267;32;1
259;40;1
190;109;1
199;100;1
246;53;1
259;40;1
184;115;1
182;117;1
201;98;1
184;115;1
183;116;1
185;114;1
259;40;1
263;36;1
187;112;1
255;44;1
267;32;1
263;36;1
194;105;1
255;44;1
267;32;1
246;53;1
258;41;1
258;41;1
267;32;1
266;33;1
238;61;1
238;61;1
267;32;1
263;36;1
181;118;1
202;97;1
191;108;1
182;117;1
198;101;1
184;115;1
208;91;1
263;36;1
194;105;1
206;93;1
258;41;1
267;32;1
176;123;1
289;10;1
267;32;1
267;32;1
267;32;1
267;32;1
199;100;1
194;105;1
198;101;1
259;40;1
265;34;1
201;98;1
202;97;1
199;100;1
267;32;1
187;112;1
202;97;1
184;115;1
184;115;1
180;119;1
188;111;1
185;114;1
199;100;1
265;34;1
258;41;1
240;59;1
289;10;1
267;32;1
267;32;1
174;125;1
289;10;1
174;125;1
289;10;1
289;10;1
199;100;1
194;105;1
198;101;1
259;40;1
265;34;1
228;71;1
212;87;1
266;33;1
265;34;1
258;41;1
240;59;1
289;10;1
